track_id,album_id,album_title,artist_id,artist_name,track_date_recorded,track_genres,track_interest,track_number,track_title,artist_nacionality,track_price,artist_nacionality,track_price
23654,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,640,2,Tutut,Português,1.1,Português,1.09
23655,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,2491,3,Romantic,Russo,1.2,Canadiano,1.3
23656,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,662,4,Heart Delights,Japonês,0.85,Chinês,0.9
23657,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,747,5,Humpty Drunky,Japonês,1.17,Japonês,0.85
23658,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,776,6,Sophie Marceau,Inglês,1.05,Indiano,1.23
23659,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,529,7,Prunk a Chrien,Mexicano,0.97,Mexicano,0.79
23660,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,712,8,Piglet Styx Crusade,Americano,1.14,Australiano,0.91
23661,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,871,9,Sanctuary Cops Shoes,Australiano,0.78,Brasileiro,1.03
23662,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,796,10,Sue Ellen and Optimus Prime,Alemão,0.81,Brasileiro,0.99
23663,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,4091,11,Vulvinia Sings Christmas,Alemão,0.96,Espanhol,0.72
23664,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,645,12,The Maturity Track,Australiano,0.94,Americano,1.34
23665,5161,Maturity Album,5681,Vulvinia & Jambonstar,,Synth Pop,595,13,Sheriff's Nights,Australiano,1.27,Indiano,0.87
23698,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,754,19,Hit From Jah,Mexicano,1.13,Inglês,0.87
23699,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,914,1,Cosmos Libre,Indiano,0.72,Chinês,1.06
23700,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,674,2,Phtysie,Espanhol,0.76,Inglês,0.96
23701,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,647,3,Opulence,Americano,0.99,Francês,0.94
23702,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,930,4,Prolix,Mexicano,0.92,Chinês,0.92
23703,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,1089,5,Aloha from Corsica,Brasileiro,0.96,Alemão,1.31
23704,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,818,6,Comment Devenir Vierge,Chinês,0.82,Espanhol,1.18
23705,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,1008,7,A Mon Chien,Português,1.14,Indiano,1.32
23706,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,904,8,Fuck the Horse,Canadiano,0.72,Russo,0.82
23707,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,634,9,Quand J'avais 5 Ans,Francês,0.8,Russo,0.74
23708,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,844,10,Catherine Deneuve,Japonês,0.83,Português,0.77
23709,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,1503,11,Le Jazz du Canard,Inglês,0.74,Alemão,0.75
23710,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,2125,12,Human Violin,Japonês,1.1,Alemão,1.2
23711,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,916,13,Carmen vs. Periodurah,Canadiano,1.07,Brasileiro,0.88
23712,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,760,14,Jessica Renard Chante pour Tanaka,Inglês,0.89,Inglês,0.82
23713,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,1261,15,Chanel Number 5,Alemão,0.75,Canadiano,1.29
23714,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,1530,16,Boire dit Elle,Russo,0.78,Português,0.79
23715,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,1453,17,Benzin und Tropf,Mexicano,0.95,Inglês,1.07
23716,5162,Devenir-Hormonal,5681,Vulvinia & Jambonstar,,Synth Pop,1486,18,Christ Roi,Brasileiro,0.77,Brasileiro,1.26
23728,5090,Dia de la Independencia,1916,Lanark,,Latin America,2340,1,Himno Racional Argentino,Português,0.99,Indiano,1.29
23729,5090,Dia de la Independencia,1916,Lanark,,Latin America,1736,2,Stabs and Strikes Forever,Brasileiro,1.1,Mexicano,0.87
23730,5090,Dia de la Independencia,1916,Lanark,,Latin America,1767,3,Liberty Hell,Indiano,0.8,Australiano,1.06
23731,5090,Dia de la Independencia,1916,Lanark,,Latin America,1220,4,Marca de San Lorenzo,Alemão,1.28,Canadiano,1.29
23735,5157,Grotesque,6113,Sidabitball,,Chip Music,1009,1,Red Lights,Espanhol,0.82,Português,1.37
23736,5157,Grotesque,6113,Sidabitball,,Chip Music,732,2,The Dj Theory,Australiano,1.03,Mexicano,0.86
23737,5157,Grotesque,6113,Sidabitball,,Chip Music,775,3,Rez,Italiano,0.97,Canadiano,1.21
23738,5157,Grotesque,6113,Sidabitball,,Chip Music,688,4,Break Bite,Chinês,1.37,Francês,1.04
23739,5157,Grotesque,6113,Sidabitball,,Chip Music,720,5,Grotesque,Espanhol,1.37,Australiano,1.03
23740,5157,Grotesque,6113,Sidabitball,,Chip Music,1359,6,Kids On Acid,Espanhol,0.81,Australiano,0.79
23741,5157,Grotesque,6113,Sidabitball,,Chip Music,756,7,Tekmood,Português,1.19,Russo,1.32
23742,5157,Grotesque,6113,Sidabitball,,Chip Music,725,8,Sputnik Brothers,Japonês,0.99,Americano,0.84
23743,5169,Seeds,5645,Candlestickmaker,,Breakbeat,1084,2,Aquarius,Chinês,1.11,Canadiano,1.06
23746,5169,Seeds,5645,Candlestickmaker,,Breakbeat,862,5,Canvas In The Sky,Italiano,1.0,Inglês,0.76
23747,5169,Seeds,5645,Candlestickmaker,,Breakbeat,612,13,Seeds (128 Mix by Olga Bancic),Português,1.26,Português,1.23
23748,5169,Seeds,5645,Candlestickmaker,,Breakbeat,1522,11,Drops Of Night / Dreamer,Francês,1.0,Russo,1.07
23749,5169,Seeds,5645,Candlestickmaker,,Breakbeat,851,6,Drops Of Light,Japonês,0.79,Espanhol,1.08
23750,5169,Seeds,5645,Candlestickmaker,,Breakbeat,729,10,Seeds,Indiano,1.09,Chinês,0.76
23752,5169,Seeds,5645,Candlestickmaker,,Breakbeat,928,7,Don't Worry About Me,Chinês,0.76,Brasileiro,1.22
23753,5169,Seeds,5645,Candlestickmaker,,Breakbeat,998,12,Summer Break,Australiano,1.37,Americano,0.81
23754,5169,Seeds,5645,Candlestickmaker,,Breakbeat,1054,3,Beam!,Mexicano,1.19,Brasileiro,1.35
23755,5169,Seeds,5645,Candlestickmaker,,Breakbeat,914,4,107049,Inglês,0.9,Mexicano,0.76
23756,5157,Grotesque,6113,Sidabitball,,Chip Music,786,9,Fucked,Japonês,1.01,Americano,1.08
23760,5170,Walden,6122,Arturo,,Lo-Fi,467,0,graubundistan,Inglês,0.72,Alemão,1.22
23761,5170,Walden,6122,Arturo,,Lo-Fi,581,0,last mesoraca,Indiano,1.39,Americano,1.14
23764,5173,Temas,6126,Walser,,Ambient Electronic,796,0,high and low,Português,1.29,Indiano,0.72
23765,5173,Temas,6126,Walser,,Ambient Electronic,793,0,your in the house,Indiano,1.18,Australiano,0.9
23766,5173,Temas,6126,Walser,,Ambient Electronic,699,0,walser_imitations,Russo,1.19,Francês,0.73
23785,5177,I was good,6131,Mela Zeta,,Lo-Fi,556,2,Willow,Mexicano,0.95,Espanhol,1.08
23786,5176,Live at BLIP Festival 2009 Dec19,6130,The Hunters,,Chip Music,1444,5,Arc.yo,Português,1.27,Canadiano,0.76
23787,5176,Live at BLIP Festival 2009 Dec19,6130,The Hunters,,Chip Music,1232,1,Breathe,Alemão,1.03,Alemão,0.9
23788,5176,Live at BLIP Festival 2009 Dec19,6130,The Hunters,,Chip Music,918,2,Amadoi,Chinês,1.04,Brasileiro,1.02
23789,5176,Live at BLIP Festival 2009 Dec19,6130,The Hunters,,Chip Music,710,3,PASERRA,Americano,0.97,Japonês,1.06
23790,5176,Live at BLIP Festival 2009 Dec19,6130,The Hunters,,Chip Music,1296,4,Shine,Inglês,1.23,Mexicano,0.79
23791,5177,I was good,6131,Mela Zeta,,Lo-Fi,637,3,Pankabestia piaga di bologna,Australiano,0.77,Mexicano,0.82
23792,5178,Ven perrito!,6132,Scappare di Casa,,Latin,8783,1,Never ending story,Espanhol,1.18,Mexicano,1.08
23794,5180,Still beatnik,6133,General B side,,Indie-Rock,814,0,midwester,Inglês,0.96,Japonês,1.03
23795,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,3868,1,Intro / Jabberwocky,Russo,1.1,Espanhol,0.89
23796,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,2644,2,Prophet Punk,Italiano,1.16,Russo,1.02
23797,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,2306,3,Type your text,Espanhol,1.15,Canadiano,1.37
23798,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,3099,4,Firestorm,Indiano,1.38,Brasileiro,1.08
23799,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,2880,5,I wanna be,Brasileiro,1.08,Espanhol,1.16
23800,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,2640,6,Robot Science,Japonês,1.01,Italiano,0.71
23801,5182,Blub,6135,Bulb,01/12/2010,Post-Rock,1215,0,La marche de l'ours,Canadiano,1.38,Inglês,0.96
23802,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,4540,7,The land of the ghosts,Indiano,0.86,Canadiano,1.38
23803,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,1898,8,Oi! the Posers (Remix by Computer Truck),Chinês,1.36,Mexicano,0.93
23804,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,2957,9,Rocket base,Russo,1.33,Português,0.88
23805,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,3170,10,Syntax Error,Indiano,1.35,Espanhol,1.01
23806,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,2751,11,Space Invaders (feat. Sirios Hack),Chinês,0.83,Espanhol,1.32
23807,5183,Mary fetish,6136,Silicio Band,,Glitch,625,0,Mary fetisch song,Japonês,1.15,Brasileiro,1.37
23808,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,3486,12,Monster Planet,Russo,0.76,Indiano,1.08
23809,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,3318,13,Pit Stop,Português,1.08,Mexicano,0.87
23810,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,5081,14,Computer Toy,Italiano,0.8,Americano,1.16
23811,5181,Robot Science,6134,Sputnik Booster,,Bigbeat,3620,15,Deutschland muss sterben (Slime Cover),Alemão,1.07,Americano,1.19
23814,5185,Vacchereccia studios,5934,uiutna,,Glitch,659,0,trillysinphony,Russo,1.3,Português,1.36
23815,5185,Vacchereccia studios,5934,uiutna,,Glitch,571,0,gingolcantico,Canadiano,1.23,Indiano,0.99
23816,5186,Miniland,6137,Mini Roc,,Chip Music,1065,1,Hello! Hello! Hello!,Japonês,1.04,Italiano,1.27
23817,5186,Miniland,6137,Mini Roc,,Chip Music,1212,2,414,Australiano,1.37,Brasileiro,0.79
23818,5186,Miniland,6137,Mini Roc,,Chip Music,941,3,Oh Hoity - Toity Are We,Italiano,1.16,Americano,1.36
23819,5186,Miniland,6137,Mini Roc,,Chip Music,781,4,Miniland,Americano,1.22,Canadiano,0.89
23820,5186,Miniland,6137,Mini Roc,,Chip Music,1084,5,Select A,Francês,1.39,Brasileiro,1.29
23821,5186,Miniland,6137,Mini Roc,,Chip Music,1099,6,Bitter Bleeps,Italiano,0.71,Mexicano,1.08
23822,5186,Miniland,6137,Mini Roc,,Chip Music,1144,7,It's A Long Way To The Top,Japonês,1.23,Mexicano,1.3
23823,5186,Miniland,6137,Mini Roc,,Chip Music,809,8,Piepmatz,Japonês,1.15,Mexicano,1.19
23824,5186,Miniland,6137,Mini Roc,,Chip Music,1670,9,Rage Against The Highscore,Australiano,0.88,Americano,1.27
23825,5186,Miniland,6137,Mini Roc,,Chip Music,888,10,Miniland 2,Português,0.83,Japonês,1.25
23826,5186,Miniland,6137,Mini Roc,,Chip Music,1573,11,Rave On You Zappelphilipp,Francês,1.07,Espanhol,0.76
23827,5187,Pxl Def,6138,Xerak,,Chip Music,954,1,Jesus mega score xxx,Canadiano,1.3,Brasileiro,0.91
23828,5187,Pxl Def,6138,Xerak,,Chip Music,1631,2,Chopin is a fuckin'brother,Americano,1.05,Australiano,1.39
23829,5187,Pxl Def,6138,Xerak,,Chip Music,1151,3,Pixel jazz x,Japonês,0.81,Inglês,1.28
23830,5187,Pxl Def,6138,Xerak,,Chip Music,756,4,The binary disco killer,Chinês,0.86,Italiano,1.3
23831,5187,Pxl Def,6138,Xerak,,Chip Music,862,5,Moshi moshi kiss,Alemão,1.21,Russo,0.76
23832,5187,Pxl Def,6138,Xerak,,Chip Music,1070,6,Bionic Samouraii,Alemão,1.09,Italiano,1.11
23833,5187,Pxl Def,6138,Xerak,,Chip Music,862,7,Papi danse,Indiano,1.38,Americano,0.83
23834,5187,Pxl Def,6138,Xerak,,Chip Music,814,8,Delicious peanut,Espanhol,1.01,Chinês,1.18
23835,5187,Pxl Def,6138,Xerak,,Chip Music,1027,9,Strawberries panic,Indiano,1.18,Alemão,1.35
23836,5187,Pxl Def,6138,Xerak,,Chip Music,925,10,This lovely snake,Canadiano,1.04,Português,0.92
23837,5187,Pxl Def,6138,Xerak,,Chip Music,996,11,La sphere la terre,Espanhol,0.99,Inglês,1.06
23838,5187,Pxl Def,6138,Xerak,,Chip Music,1010,12,Distortion dimension x,Italiano,0.87,Australiano,0.77
23846,5187,Pxl Def,6138,Xerak,,Chip Music,1310,13,Pxlcoucou,Português,1.0,Italiano,1.31
23847,5189,Trip To Trip,6140,Ben Et BÃ©nÃ©,,Chip Music,6715,1,Brest,Indiano,1.24,Australiano,1.14
23848,5189,Trip To Trip,6140,Ben Et BÃ©nÃ©,,Chip Music,6850,2,Comines-Komen,Mexicano,1.26,Espanhol,0.99
23849,5189,Trip To Trip,6140,Ben Et BÃ©nÃ©,,Chip Music,5808,3,Paris Ill Town,Australiano,0.76,Australiano,1.28
23850,5189,Trip To Trip,6140,Ben Et BÃ©nÃ©,,Chip Music,8376,4,Boubek,Australiano,0.87,Indiano,0.73
23851,5190,Contemporary Individal,2176,Superhumanoids,,Synth Pop,3503,1,Contemporary Individual,Italiano,1.21,Japonês,0.75
23852,5190,Contemporary Individal,2176,Superhumanoids,,Synth Pop,3125,2,Dangerous Strangers,Mexicano,1.03,Italiano,0.75
23853,5191,Digi-Dig,3766,Goto80,,Chip Music,2357,1,Cp-l,Chinês,1.08,Canadiano,1.37
23854,5191,Digi-Dig,3766,Goto80,,Chip Music,3524,2,Datahell,Inglês,0.81,Alemão,1.04
23855,5191,Digi-Dig,3766,Goto80,,Chip Music,2543,3,Exy,Espanhol,0.76,Americano,1.03
23856,5191,Digi-Dig,3766,Goto80,,Chip Music,4468,4,Bullcactus,Brasileiro,1.13,Chinês,1.16
23857,5191,Digi-Dig,3766,Goto80,,Chip Music,3577,5,Soft Commando,Espanhol,0.82,Inglês,0.78
23858,5191,Digi-Dig,3766,Goto80,,Chip Music,3779,6,Monster,Espanhol,0.76,Chinês,0.8
23859,5191,Digi-Dig,3766,Goto80,,Chip Music,3076,7,Spill,Russo,1.0,Americano,0.86
23860,5191,Digi-Dig,3766,Goto80,,Chip Music,4047,8,Markus,Indiano,1.0,Indiano,1.16
23861,5191,Digi-Dig,3766,Goto80,,Chip Music,4258,9,Rofon,Português,1.34,Chinês,0.96
23862,5191,Digi-Dig,3766,Goto80,,Chip Music,6249,10,Datahell Beta,Espanhol,0.83,Americano,0.77
23868,5091,Singin' In THe,6075,The Travelling Mongoose,,Field Recordings,4825,1,Singin' In The,Americano,0.86,Americano,0.97
23878,5204,Unrealistic Wasp,6078,ignatzthemouse,,Chip Music,1548,1,Igotintoscrabbleforthepussy,Canadiano,1.23,Americano,1.32
23879,5204,Unrealistic Wasp,6078,ignatzthemouse,,Chip Music,1723,2,Annoying Gangplank,Inglês,1.32,Inglês,0.92
23880,5204,Unrealistic Wasp,6078,ignatzthemouse,,Chip Music,1324,0,3. Unrealistic wasp,Indiano,0.95,Russo,1.3
23881,5204,Unrealistic Wasp,6078,ignatzthemouse,,Chip Music,1288,4,Speccy Nerdy f*cknuts,Brasileiro,0.87,Russo,1.15
23882,5204,Unrealistic Wasp,6078,ignatzthemouse,,Chip Music,958,5,New music for fields,Português,1.25,Inglês,0.88
23883,5204,Unrealistic Wasp,6078,ignatzthemouse,,Chip Music,1297,6,Musical moth,Indiano,1.36,Francês,1.11
23884,5204,Unrealistic Wasp,6078,ignatzthemouse,,Chip Music,1101,7,Point taken but I'm just going to keep saying 'cactuses' anyway,Brasileiro,1.19,Chinês,0.71
23885,5204,Unrealistic Wasp,6078,ignatzthemouse,,Chip Music,1370,8,Eleccy tape,Australiano,0.77,Italiano,0.99
23886,5204,Unrealistic Wasp,6078,ignatzthemouse,,Chip Music,1320,9,Small yellow taxi,Alemão,1.25,Australiano,0.96
23887,5204,Unrealistic Wasp,6078,ignatzthemouse,,Chip Music,2173,10,Unlistenable safety net,Brasileiro,1.24,Canadiano,1.19
23888,5206,Live At The Blip Festival 2009,6121,glomag,,Chip Music,534,2,Roland & The Lamprey,Português,1.26,Alemão,0.92
23889,5206,Live At The Blip Festival 2009,6121,glomag,,Chip Music,892,7,Fan Service,Russo,1.07,Mexicano,1.07
23890,5206,Live At The Blip Festival 2009,6121,glomag,,Chip Music,1035,3,Bad Therapy,Italiano,1.22,Espanhol,1.21
23891,5206,Live At The Blip Festival 2009,6121,glomag,,Chip Music,334,5,Facundo Profundo,Australiano,1.18,Australiano,1.22
23892,5206,Live At The Blip Festival 2009,6121,glomag,,Chip Music,834,6,Last Train To Transcentral,Italiano,1.22,Espanhol,0.94
23893,5206,Live At The Blip Festival 2009,6121,glomag,,Chip Music,833,1,The Ecstasy of Gold,Canadiano,0.81,Espanhol,0.85
23894,5206,Live At The Blip Festival 2009,6121,glomag,,Chip Music,450,4,DaMaGe,Português,0.93,Brasileiro,0.89
23899,5209,Phoning It In 07/12/07,4652,Hunted Creatures,07/12/2007,Drone,2582,0,Golden Lotus Shell,Português,1.19,Francês,0.77
23900,5210,Phoning It In 08/02/07,6150,Virgin of the Birds,08/02/2007,Indie-Rock,1230,5,Two Horses,Português,1.17,Japonês,0.72
23901,5210,Phoning It In 08/02/07,6150,Virgin of the Birds,08/02/2007,Indie-Rock,974,3,You Haven't Talked To Tara > Love Song For The Silver Age Having Past,Chinês,1.15,Australiano,1.29
23902,5210,Phoning It In 08/02/07,6150,Virgin of the Birds,08/02/2007,Indie-Rock,1029,6,Baby Let Me Trace You,Italiano,1.33,Inglês,1.11
23903,5210,Phoning It In 08/02/07,6150,Virgin of the Birds,08/02/2007,Indie-Rock,773,4,Hey Kirsten,Espanhol,1.36,Brasileiro,1.19
23904,5210,Phoning It In 08/02/07,6150,Virgin of the Birds,08/02/2007,Indie-Rock,1172,2,City Falcons,Chinês,0.87,Inglês,0.77
23905,5210,Phoning It In 08/02/07,6150,Virgin of the Birds,08/02/2007,Indie-Rock,1384,1,Prepare To Sound,Francês,1.38,Brasileiro,1.15
23908,5210,Phoning It In 08/02/07,6150,Virgin of the Birds,08/02/2007,Indie-Rock,694,100,Phoning It In 08/02/07,Russo,1.17,Mexicano,1.37
23909,5211,Phoning It In 08/30/07,6151,Darren Hanlon,8/30/2007,Lo-Fi,2514,2,Happiness Is A Chemical,Australiano,1.26,Chinês,1.33
23910,5211,Phoning It In 08/30/07,6151,Darren Hanlon,8/30/2007,Lo-Fi,628,3,The Book Of Love [The Magnetic Fields],Espanhol,0.77,Americano,0.96
23911,5211,Phoning It In 08/30/07,6151,Darren Hanlon,8/30/2007,Lo-Fi,1115,1,Hold On,Mexicano,1.04,Indiano,0.9
23912,5211,Phoning It In 08/30/07,6151,Darren Hanlon,8/30/2007,Lo-Fi,177,100,Phoning It In 08/30/07,Italiano,0.87,Canadiano,0.83
23913,,,2209,Tristan Perich,10/26/2008,Composed Music,4858,0,Between the Silences,Japonês,1.31,Japonês,1.27
23917,5214,MA,2579,Menstruation Sisters,,Noise,1110,1,Untitled,Português,1.21,Brasileiro,1.17
23918,5214,MA,2579,Menstruation Sisters,,Noise,535,2,Untitled,Canadiano,0.98,Espanhol,0.72
23919,5214,MA,2579,Menstruation Sisters,,Noise,585,3,Untitled,Francês,1.13,Russo,1.33
23920,5214,MA,2579,Menstruation Sisters,,Noise,586,4,Untitled,Português,0.95,Espanhol,0.93
23921,5214,MA,2579,Menstruation Sisters,,Noise,816,5,Untitled,Alemão,0.72,Australiano,0.82
23922,5214,MA,2579,Menstruation Sisters,,Noise,394,6,Untitled,Chinês,0.89,Inglês,0.75
23923,5214,MA,2579,Menstruation Sisters,,Noise,611,7,Untitled,Americano,0.99,Russo,1.23
23924,5214,MA,2579,Menstruation Sisters,,Noise,693,8,Untitled,Russo,1.02,Mexicano,1.08
23925,5214,MA,2579,Menstruation Sisters,,Noise,600,9,Untitled,Japonês,1.06,Italiano,1.2
23926,5214,MA,2579,Menstruation Sisters,,Noise,547,10,Untitled,Inglês,0.79,Mexicano,1.23
23977,5229,bambada,5934,uiutna,,Electronic,737,0,psychedelic room,Australiano,1.23,Americano,0.85
23978,5229,bambada,5934,uiutna,,Electronic,489,0,all the crocodiles,Mexicano,0.78,Chinês,0.93
23979,5229,bambada,5934,uiutna,,Electronic,393,0,MZ001,Português,1.14,Alemão,1.35
23980,5229,bambada,5934,uiutna,,Electronic,487,0,drumi,Inglês,0.94,Canadiano,1.27
23981,5229,bambada,5934,uiutna,,Electronic,606,0,Ilove you,Italiano,1.3,Italiano,0.94
24014,3889,Unconditional Acceleration,4684,Nullsleep,,Chip Music,1841,2,Supernova Kiss,Francês,1.08,Francês,1.23
24015,3889,Unconditional Acceleration,4684,Nullsleep,,Chip Music,1524,3,Salvation for a Broken Heart,Canadiano,0.71,Russo,0.95
24016,3889,Unconditional Acceleration,4684,Nullsleep,,Chip Music,1435,4,Valentine Final,Francês,1.33,Brasileiro,1.24
24017,3889,Unconditional Acceleration,4684,Nullsleep,,Chip Music,1240,5,Galaxy Tonite [DMG Version],Alemão,0.72,Russo,1.09
24018,5006,garbageland,2474,U Can Unlearn Guitar,,Singer-Songwriter,1049,11,pianist enhancement,Português,0.74,Italiano,0.72
24020,5006,garbageland,2474,U Can Unlearn Guitar,,Singer-Songwriter,4696,14,Take me with you,Francês,1.37,Mexicano,0.81
24022,5006,garbageland,2474,U Can Unlearn Guitar,,Singer-Songwriter,1048,13,ABRASIONS I,Chinês,1.28,Brasileiro,0.75
24024,5006,garbageland,2474,U Can Unlearn Guitar,,Singer-Songwriter,947,15,i can't hear me,Indiano,1.15,Indiano,1.16
24025,5234,"Two Songs From ""The Faust Cycle""",129,Ergo Phizmiz,,Experimental Pop,5633,2,Monkeystage,Espanhol,0.76,Português,1.23
24026,5234,"Two Songs From ""The Faust Cycle""",6157,Ergo Phizmiz feat. Mark Upton,,Experimental Pop,6026,0,To See You Smile,Brasileiro,0.99,Canadiano,0.84
24027,5235,live on WPRB 3/2/00,5146,All Scars,,Experimental,286,1,live on WPRB 3/2/00,Francês,1.04,Português,1.07
24028,5236,Future Of The Left - Live @ KEXP 7/25/2009,6158,Future Of The Left,,Hardcore,736,0,Stand By Your Manatee (Live @ KEXP),Alemão,0.99,Brasileiro,1.0
24029,5237,Agent Fresco - Live @ KEXP 10/14/2009,6159,Agent Fresco,,Metal,4319,0,Above These City Lights (Live @ KEXP),Japonês,1.17,Indiano,0.86
24030,5238,Miles Benjamin Anthony Robinson - Live @ KEXP 10/21/2009,6160,Miles Benjamin Anthony Robinson,,Singer-Songwriter,378,0,Always An Anchor (Live @ KEXP),Russo,1.05,Francês,1.13
24031,5239,For A Minor Reflection - Live @ KEXP 10/16/2009,6161,For A Minor Reflection,,Post-Rock,538,0,Converge (Live @ KEXP),Inglês,1.14,Russo,1.16
24032,5240,â€¦And You Will Know Us By The Trail Of Dead - Live @ KEXP 9/21/2009,6162,â€¦And You Will Know Us By The Trail Of Dead,,Rock,13728,0,Crowning Of A Heart (Live @ KEXP),Português,0.78,Mexicano,1.08
24033,5241,Hafdis Huld - Live @ KEXP 10/16/2009,6163,Hafdis Huld,,Singer-Songwriter,750,0,Diamonds On My Belly (Live @ KEXP),Japonês,1.3,Francês,1.38
24034,5242,Rubik - Live @ KEXP 10/21/2009,6164,Rubik,,Indie-Rock,438,0,Goji Berries (Live @ KEXP),Brasileiro,1.17,Brasileiro,0.94
24035,5243,Hjaltalin - Live @ KEXP 10/15/2009,6165,Hjaltalin,,Pop,723,0,Goodbye July (Live @ KEXP),Espanhol,0.72,Português,1.15
24036,5244,Surf City - Live @ KEXP 10/20/2009,6166,Surf City,,Rock,869,0,Headin' Inside (Live @ KEXP),Italiano,0.71,Português,1.11
24037,5245,Chairlift - Live @ KEXP 9/18/2009,6167,Chairlift,,Synth Pop,6080,0,Le Flying Saucer Hat (Live @ KEXP),Japonês,1.08,Alemão,1.25
24038,5246,Arpline - Live @ KEXP 10/15/2009,6168,Arpline,,Synth Pop,494,0,Make Your Brain (Live @ KEXP),Australiano,1.06,Mexicano,1.25
24039,5247,Phantogram - Live @ KEXP 10/20/2009,6169,Phantogram,,Synth Pop,7299,0,Mouthful Of Diamonds (Live @ KEXP),Japonês,1.12,Alemão,1.24
24040,5248,The Fiery Furnaces - Live @ KEXP 9/8/2009,6170,The Fiery Furnaces,,Indie-Rock,2501,0,My Dog Was Lost But Now Heâ€™s Found (Live @ KEXP),Chinês,1.31,Português,1.02
24041,5249,The Union Line - Live @ KEXP 10/19/2009,6171,The Union Line,,Americana,979,0,Pearls (Live @ KEXP),Alemão,1.06,Espanhol,1.3
24042,5250,The Blakes - Live @ KEXP 10/21/2009,6172,The Blakes,,Rock,381,0,So Easy (Live @ KEXP),Italiano,1.26,Mexicano,0.98
24043,5251,The Temper Trap - Live @ KEXP 10/22/2009,6173,The Temper Trap,,Pop,11086,0,Sweet Disposition (Live @ KEXP),Italiano,1.0,Chinês,1.15
24044,5252,Fanfarlo - Live @ KEXP 9/24/2009,6174,Fanfarlo,1/21/2010,Indie-Rock,10097,0,The Walls Are Coming Down (Live @ KEXP),Alemão,0.87,Francês,1.29
24045,5253,Sudden Weather Change - Live @ KEXP 10/14/2009,6175,Sudden Weather Change,,Indie-Rock,281,0,Thin Liner (Live @ KEXP),Americano,0.98,Indiano,0.9
24046,5254,Xylos - Live @ KEXP 9/14/2009,6176,Xylos,,Pop,601,0,This House We Built (Live @ KEXP),Canadiano,0.74,Francês,0.77
24047,5255,FM Belfast - Live @ KEXP 10/15/2009,6177,FM Belfast,,Synth Pop,951,0,Underwear (Live @ KEXP),Canadiano,0.94,Americano,0.77
24049,5233,Live at Blip Festival 2009,4684,Nullsleep,,Chip Music,1758,0,Decade [Live at Blip Festival 2009],Japonês,1.25,Inglês,0.7
24051,5257,Activity EP,100,Chandeliers,,Electronic,1694,1,Activity,Inglês,1.1,Japonês,0.78
